timestamp,exercise_name,target_reps,completed_reps,duration,score,avg_peak_angle,avg_rest_angle,form_consistency
2025-03-31T16:24:57.564109,Right Arm Curls,5,5,46.248851,97.1,35.69632,141.05215,0.4704203
2025-03-31T16:28:13.689457,Right Arm Curls,5,5,118.19613,95.4,52.92798,149.75436,0.5083889
2025-03-31T16:30:43.499191,Right Arm Curls,5,5,35.982337,95.0,53.704735,142.65799,0.5462471
2025-03-31T16:33:23.371145,Right Arm Curls,5,5,77.766959,94.1,50.324265,146.90446,0.5071795
2025-04-04T09:27:37.357487,Right Arm Curls,10,10,105.609139,98.5,50.814503,137.10252,0.56761026
2025-04-04T12:50:43.846987,Right Arm Curls,5,1,20.917556,44.0,54.545097,167.7823,0.433814
2025-04-30T15:23:29.503477,Right Arm Curls,10,10,94.468589,98.3,35.345333,136.00507,0.4955241
2025-05-04T12:36:01.517487,Right Arm Curls,5,5,131.680725,97.6,40.331894,135.58348,0.5205449
